scenario,description,category,generated_video_name
0074_perspective-center_take-1_trimmed-light-on-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue rectangular block sits on the black, clockwise-rotating platform, and the spotlight points toward the block. A blue rectangular block rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0074_perspective-center_trimmed-light-on-block.mp4
0075_perspective-right_take-1_trimmed-light-on-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue rectangular block sits on the black, clockwise-rotating platform, and the spotlight points toward the block. A blue rectangular block rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0075_perspective-right_trimmed-light-on-block.mp4
0076_perspective-left_take-1_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0076_perspective-left_trimmed-light-on-mug.mp4
0077_perspective-center_take-1_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0077_perspective-center_trimmed-light-on-mug.mp4
0078_perspective-right_take-1_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0078_perspective-right_trimmed-light-on-mug.mp4
0079_perspective-left_take-1_trimmed-light-on-mug-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug and the blue rectangular block sit on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug and the block. The yellow mug and the blue rectangular block are rotating clockwise around the center of the black rotating platform, while the spotlight casts a large shadow on the wall behind it.",Optics,0079_perspective-left_trimmed-light-on-mug-block.mp4
0080_perspective-center_take-1_trimmed-light-on-mug-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug and the blue rectangular block sit on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug and the block. The yellow mug and the blue rectangular block are rotating clockwise around the center of the black rotating platform, while the spotlight casts a large shadow on the wall behind it.",Optics,0080_perspective-center_trimmed-light-on-mug-block.mp4
0081_perspective-right_take-1_trimmed-light-on-mug-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug and the blue rectangular block sit on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug and the block. The yellow mug and the blue rectangular block are rotating clockwise around the center of the black rotating platform, while the spotlight casts a large shadow on the wall behind it.",Optics,0081_perspective-right_trimmed-light-on-mug-block.mp4
0082_perspective-left_take-1_trimmed-light-on-statue.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small porcelain statue sits on the black, clockwise-rotating platform, and the spotlight points toward the porcelain statue. The small porcelain statue rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0082_perspective-left_trimmed-light-on-statue.mp4
0083_perspective-center_take-1_trimmed-light-on-statue.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small porcelain statue sits on the black, clockwise-rotating platform, and the spotlight points toward the porcelain statue. The small porcelain statue rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0083_perspective-center_trimmed-light-on-statue.mp4
0084_perspective-right_take-1_trimmed-light-on-statue.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The small porcelain statue sits on the black, clockwise-rotating platform, and the spotlight points toward the porcelain statue. The small porcelain statue rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0084_perspective-right_trimmed-light-on-statue.mp4
0085_perspective-left_take-1_trimmed-liquid-on-duck.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow rubber duck is placed on an empty baking tray, and the beverage dispenser sits on a woven basket behind it. The glass beverage dispenser is filled with a bright-red liquid. The glass beverage dispenser pours the bright red liquid on the yellow rubber duck.",Fluid Dynamics,0085_perspective-left_trimmed-liquid-on-duck.mp4
